Zip,Population,County,State,WiredCount_2020,Fwcount_2020,BroadbandProviderCount,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan
17565,2537.00,Lancaster,Pennsylvania,2,0,2,7,1,1,3,2,122,53.33,118.35,0.97,79.99
17566,12019.00,Lancaster,Pennsylvania,2,1,3,8,1,1,4,2,7056,54.79,177.29,0.85,79.99
17569,5448.00,Lancaster,Pennsylvania,8,0,8,13,5,5,7,5,4768,17.45,48.98,1.00,55.95
17572,3859.00,Lancaster,Pennsylvania,4,1,5,10,1,1,4,2,44,87.85,193.54,1.00,79.99
17578,7485.00,Lancaster,Pennsylvania,4,2,6,11,3,3,6,3,3840,33.94,94.14,1.00,55.95
17579,5935.00,Lancaster,Pennsylvania,4,1,5,10,1,1,4,2,4202,97.53,260.89,0.97,79.99
17582,2026.00,Lancaster,Pennsylvania,3,0,3,8,2,1,4,2,20,99.27,119.71,0.99,79.99
17584,8957.00,Lancaster,Pennsylvania,5,0,5,10,1,1,3,2,1498,31.25,85.39,1.00,79.99
17601,49779.00,Lancaster,Pennsylvania,6,1,7,12,2,1,5,2,70408,112.68,283.7,1.00,79.99
17602,52452.00,Lancaster,Pennsylvania,5,1,6,11,1,1,4,2,55458,163.61,380.36,0.99,79.99
17603,61973.00,Lancaster,Pennsylvania,5,0,5,10,1,1,3,2,52560,84.26,235.23,1.00,79.99
29722,NULL,Lancaster,South Carolina,,,0,,,,,,,,,,
29058,4746.00,Lancaster,South Carolina,4,0,4,11,3,2,5,3,74,9.9,21.4,0.53,64.94
29067,10949.00,Lancaster,South Carolina,7,0,7,12,5,5,7,6,11237,35.53,82.36,0.77,55
29707,17742.00,Lancaster,South Carolina,5,0,5,11,4,4,6,5,6907,101.77,231.17,1.00,64.94
29720,46041.00,Lancaster,South Carolina,4,0,4,10,3,3,5,4,14458,122.45,390.89,0.90,64.94
22480,714.00,Lancaster,Virginia,3,2,5,10,1,1,4,2,2352,42.26,104.38,1.00,39.99
22482,2993.00,Lancaster,Virginia,3,2,5,10,1,1,3,2,3048,49.64,129.72,0.87,39.99
22503,4334.00,Lancaster,Virginia,4,2,6,11,2,2,4,3,2118,16.61,49.39,0.45,39.99
22576,1785.00,Lancaster,Virginia,3,2,5,10,1,1,4,2,960,35.86,89.11,0.91,39.99
22578,2510.00,Lancaster,Virginia,3,2,5,10,1,1,4,2,2424,30.77,95.38,0.98,39.99
31649,1056.00,Lanier,Georgia,5,1,6,11,3,3,5,4,,,,0.52,29.99
31635,6560.00,Lanier,Georgia,7,0,7,12,5,5,7,6,424,20.38,55.35,0.90,50
42716,1582.00,Larue,Kentucky,4,1,5,10,3,2,5,3,261,40.25,92.59,0.70,70
42748,8706.00,Larue,Kentucky,8,2,10,16,5,5,7,6,2206,11.41,27.17,0.90,69.99
35632,NULL,Lauderdale,Alabama,,,0,,,,,,,,,,
35677,1921.00,Lauderdale,Alabama,3,0,3,8,3,3,5,3,,,,0.78,46
35610,2252.00,Lauderdale,Alabama,4,2,6,10,2,1,4,1,26,3.51,5.33,0.04,44.99
35630,32629.00,Lauderdale,Alabama,5,0,5,10,5,5,7,5,17547,82.35,223.04,0.99,35
35633,20877.00,Lauderdale,Alabama,5,0,5,10,5,5,7,5,1731,55,139.35,0.95,35
35634,9711.00,Lauderdale,Alabama,6,1,7,12,6,6,8,6,1892,70.37,212.8,0.95,35
35645,14060.00,Lauderdale,Alabama,6,1,7,12,6,6,8,6,2078,46.78,118.45,0.96,35
35648,3635.00,Lauderdale,Alabama,3,2,5,10,3,1,6,1,30,19.41,33.02,0.57,55
35652,8190.00,Lauderdale,Alabama,3,1,4,9,3,1,5,1,578,27.26,47.09,0.56,55
39309,601.00,Lauderdale,Mississippi,2,0,2,8,1,1,3,1,,,,0.17,79.99
39342,1287.00,Lauderdale,Mississippi,4,0,4,10,2,2,4,2,,,,1.00,46
39301,27449.00,Lauderdale,Mississippi,5,1,6,12,2,2,4,3,3280,52.55,164.84,0.83,79.99
39305,20431.00,Lauderdale,Mississippi,5,1,6,12,4,2,6,2,3976,70.01,173.67,0.98,55
39307,18603.00,Lauderdale,Mississippi,6,1,7,13,3,3,5,4,946,6.28,14.14,0.90,35
39320,1828.00,Lauderdale,Mississippi,3,0,3,9,1,1,3,1,0,0,0,0.67,79.99
39325,5983.00,Lauderdale,Mississippi,4,1,5,11,2,2,4,2,15,14.43,29.15,0.88,79.99
39326,720.00,Lauderdale,Mississippi,2,0,2,8,0,0,2,0,12,1.76,3.01,0.00,NULL
39335,3160.00,Lauderdale,Mississippi,4,1,5,11,2,2,4,2,7,11.34,45.65,0.65,79.99
39364,2985.00,Lauderdale,Mississippi,4,1,5,11,2,2,4,2,36,25.48,45.91,0.68,79.99
38037,1773.00,Lauderdale,Tennessee,3,2,5,10,1,1,3,2,34,12.51,18.67,0.55,69.99
38040,5193.00,Lauderdale,Tennessee,5,3,8,13,5,3,7,3,50,11.82,26.97,0.80,55
38041,5085.00,Lauderdale,Tennessee,3,2,5,12,1,1,3,2,51,89.35,228.58,0.24,69.99
38063,17403.00,Lauderdale,Tennessee,4,3,7,14,4,4,6,5,1342,44.21,111.82,0.94,55
40737,1379.00,Laurel,Kentucky,5,1,6,13,2,2,4,3,,,,0.93,74.99
40729,5485.00,Laurel,Kentucky,4,0,4,11,4,4,6,4,659,12.6,24.22,0.97,35.95
40740,3321.00,Laurel,Kentucky,6,1,7,14,2,2,4,3,21,85.56,213.85,0.97,69.99
40741,21875.00,Laurel,Kentucky,4,0,4,11,4,4,6,4,21719,35.72,95.11,0.99,35.95
40744,18334.00,Laurel,Kentucky,6,1,7,14,4,4,6,5,11640,27.82,74.13,0.99,69.99
30454,538.00,Laurens,Georgia,4,1,5,10,1,1,3,1,1,5.17,5.17,0.03,NULL
31002,2910.00,Laurens,Georgia,4,1,5,10,3,3,5,3,657,25.23,48.75,0.89,34.95
31009,1477.00,Laurens,Georgia,2,1,3,8,0,0,2,0,24,3.09,5.57,0.00,NULL
31019,2318.00,Laurens,Georgia,4,0,4,9,0,0,2,0,1170,11.71,27.35,0.00,NULL
31021,28549.00,Laurens,Georgia,8,1,9,14,3,2,5,2,7506,43.94,112.57,0.87,55
31022,1424.00,Laurens,Georgia,4,0,4,9,1,0,3,0,44,11.67,27.09,0.01,NULL
31027,10012.00,Laurens,Georgia,5,1,6,11,4,2,6,2,681,22.23,51.39,0.63,55
31065,1118.00,Laurens,Georgia,4,0,4,9,2,2,4,2,41,3.11,6.31,0.26,NULL
31075,2496.00,Laurens,Georgia,4,0,4,9,0,0,2,0,127,11.17,27.67,0.00,NULL
29351,1563.00,Laurens,South Carolina,3,0,3,9,1,1,3,1,,,,1.00,74.99
29325,15222.00,Laurens,South Carolina,7,1,8,14,3,3,5,3,2400,86.44,219.99,0.86,69.99
29332,2435.00,Laurens,South Carolina,7,0,7,13,4,3,6,3,157,11,23.35,0.50,79.99
29355,810.00,Laurens,South Carolina,3,1,4,10,3,3,5,3,12,13.63,25.78,0.27,55
29360,20977.00,Laurens,South Carolina,6,0,6,12,2,2,4,2,3522,57.51,171.96,0.94,69.99
29370,1045.00,Laurens,South Carolina,5,0,5,11,3,2,5,2,3,12.67,19.1,0.54,69.99
29384,3945.00,Laurens,South Carolina,5,0,5,11,3,2,5,2,990,13.19,19.91,0.55,NULL
29645,9982.00,Laurens,South Carolina,6,0,6,12,4,4,6,4,2582,64.01,183.11,0.92,55
29692,4856.00,Laurens,South Carolina,6,0,6,12,4,3,6,3,1311,9.23,19.35,0.72,40
35651,1312.00,Lawrence,Alabama,3,1,4,9,3,3,5,3,,,,0.51,29.99
35618,1870.00,Lawrence,Alabama,3,1,4,9,1,1,3,1,77,101.01,274.15,0.01,69.99
35643,2941.00,Lawrence,Alabama,3,1,4,9,3,3,5,3,87,49.34,111.35,0.59,55
35650,13971.00,Lawrence,Alabama,3,1,4,9,3,3,5,3,404,36.12,111.76,0.80,55
35672,6445.00,Lawrence,Alabama,2,2,4,9,1,0,3,0,527,7.86,21.87,0.58,NULL
35673,8199.00,Lawrence,Alabama,6,2,8,13,6,6,8,6,312,70.01,200,0.99,35
41160,NULL,Lawrence,Kentucky,,,0,,,,,,,,,,
41201,238.00,Lawrence,Kentucky,1,0,1,6,1,1,3,1,,,,1.00,69.95
41232,782.00,Lawrence,Kentucky,2,0,2,6,2,2,4,2,,,,1.00,55
41264,389.00,Lawrence,Kentucky,2,0,2,6,2,2,4,2,,,,1.00,55
41124,1039.00,Lawrence,Kentucky,1,0,1,5,1,1,3,1,264,37.84,89.24,1.00,69.95
41159,583.00,Lawrence,Kentucky,1,0,1,5,1,1,3,1,53,59.37,73.09,1.00,69.95
41180,1087.00,Lawrence,Kentucky,6,1,7,13,4,2,6,2,148,45.27,90.68,0.95,69.95
41230,11730.00,Lawrence,Kentucky,6,1,7,13,3,3,5,3,4739,29.97,57.17,1.00,40
39140,2250.00,Lawrence,Mississippi,5,1,6,11,2,2,4,3,,,,0.29,NULL
39665,1196.00,Lawrence,Mississippi,3,1,4,9,1,1,3,2,,,,0.14,80
39654,5635.00,Lawrence,Mississippi,4,1,5,10,4,2,6,3,448,15.91,45.39,0.75,35
39663,3080.00,Lawrence,Mississippi,7,1,8,13,4,4,6,5,257,5.04,11.25,0.34,79.99
45619,8200.00,Lawrence,Ohio,3,3,6,11,2,2,5,2,1670,85.91,222.68,0.94,34.99
45638,21635.00,Lawrence,Ohio,4,2,6,11,2,2,4,2,4997,50.94,111.45,0.99,69.99
45645,3036.00,Lawrence,Ohio,4,1,5,9,2,2,4,2,4269,14.69,35.98,0.70,69.99
45659,2973.00,Lawrence,Ohio,4,2,6,10,1,1,3,1,299,11.91,35.25,0.10,69.99
45669,10399.00,Lawrence,Ohio,2,3,5,10,1,1,4,1,12267,81.71,156.89,0.92,34.99
45678,1101.00,Lawrence,Ohio,3,3,6,10,1,1,4,1,33,118.6,503.63,0.50,76.95
45680,13074.00,Lawrence,Ohio,5,1,6,11,2,2,4,2,3780,54.84,158.79,0.92,69.99
45688,475.00,Lawrence,Ohio,3,2,5,9,1,1,3,1,29,6.96,11.39,0.03,76.95
45696,1438.00,Lawrence,Ohio,3,2,5,9,1,1,3,1,55,16.09,40.45,0.31,76.95
16108,NULL,Lawrence,Pennsylvania,,,0,,,,,,,,,,
16172,NULL,Lawrence,Pennsylvania,,,0,,,,,,,,,,
16101,34042.00,Lawrence,Pennsylvania,5,1,6,11,2,2,4,3,12062,96.42,285.54,1.00,76.95
16102,5755.00,Lawrence,Pennsylvania,5,1,6,11,2,2,4,3,0,0,0,0.98,76.95
16105,15448.00,Lawrence,Pennsylvania,4,1,5,10,2,2,4,3,6764,87,228.7,1.00,76.95
16112,1571.00,Lawrence,Pennsylvania,3,1,4,9,1,1,3,2,0,0,0,0.97,79.99
16116,3074.00,Lawrence,Pennsylvania,4,0,4,9,1,1,3,2,48,10.46,21.47,0.96,79.99
16117,17185.00,Lawrence,Pennsylvania,6,0,6,12,3,3,5,4,11442,57.33,159.04,0.95,76.95
16120,2463.00,Lawrence,Pennsylvania,5,1,6,11,4,4,6,5,740,6.21,15.29,0.72,79.99
16141,1806.00,Lawrence,Pennsylvania,6,0,6,11,4,4,6,5,204,60.21,182.49,0.86,76.95
16142,7056.00,Lawrence,Pennsylvania,6,0,6,11,3,3,5,3,736,53.47,100.02,0.78,69.99
16143,2901.00,Lawrence,Pennsylvania,5,0,5,10,3,3,5,4,0,0,0,0.98,69.99
16156,3319.00,Lawrence,Pennsylvania,5,0,5,10,3,2,5,3,38,16.97,34.5,0.91,76.95
16157,3477.00,Lawrence,Pennsylvania,5,0,5,11,3,3,5,4,0,0,0,0.95,76.95
38457,808.00,Lawrence,Tennessee,1,2,3,7,0,0,3,0,,,,0.14,100
38456,4559.00,Lawrence,Tennessee,4,4,8,13,1,1,6,1,457,27.72,86.68,0.99,69.99
38464,22293.00,Lawrence,Tennessee,5,4,9,13,4,4,9,4,15308,77.78,291.99,0.94,55
38468,5201.00,Lawrence,Tennessee,5,4,9,13,3,3,8,3,1552,22.26,49.97,0.93,55
38469,4092.00,Lawrence,Tennessee,3,2,5,9,2,2,5,2,999,39.63,124.6,0.94,69.99
38481,896.00,Lawrence,Tennessee,2,1,3,8,1,1,4,1,2160,2.31,6.8,0.79,69.99
38483,5663.00,Lawrence,Tennessee,4,4,8,13,1,1,6,1,586,27.31,70.15,0.95,69.99
38486,967.00,Lawrence,Tennessee,3,1,4,9,2,2,5,2,13,12.93,16.94,0.43,66.95
39051,16569.00,Leake,Mississippi,7,2,9,14,7,6,9,6,2259,29.14,39.59,0.88,39.99
39094,3956.00,Leake,Mississippi,5,1,6,11,3,3,5,4,9,25.09,55.52,0.19,35
39189,5263.00,Leake,Mississippi,3,0,3,8,3,3,5,4,12,13.9,25.95,0.64,55
17091,NULL,Lebanon,Pennsylvania,,,0,,,,,,,,,,
17003,11720.00,Lebanon,Pennsylvania,5,1,6,11,2,2,4,3,354,52.45,108.17,0.97,39.99
17026,3616.00,Lebanon,Pennsylvania,3,1,4,9,1,1,3,2,768,32.91,67.78,0.99,79.99
17038,8219.00,Lebanon,Pennsylvania,4,1,5,10,1,1,3,2,2278,23.4,24.73,0.93,79.99
17042,37133.00,Lebanon,Pennsylvania,7,1,8,13,3,3,5,3,33934,110.85,233.92,0.99,39.99
17046,29790.00,Lebanon,Pennsylvania,7,1,8,13,3,3,5,4,7280,104.1,232.69,0.98,39.99
17067,14232.00,Lebanon,Pennsylvania,3,1,4,9,1,1,3,2,13188,60.56,100.56,0.97,79.99
17073,5271.00,Lebanon,Pennsylvania,4,1,5,10,2,1,4,1,32,55.83,195.44,0.97,79.99
17078,20218.00,Lebanon,Pennsylvania,5,0,5,10,2,2,4,2,25186,105.46,247.81,1.00,39.99
17087,2767.00,Lebanon,Pennsylvania,6,1,7,12,3,3,5,4,0,0,0,0.98,39.99
36801,22214.00,Lee,Alabama,9,2,11,16,8,7,10,8,12964,56.51,110.8,0.98,35
36804,16861.00,Lee,Alabama,9,2,11,16,9,8,12,9,3626,30.66,89.91,0.91,35
36830,33201.00,Lee,Alabama,7,2,9,14,7,6,10,7,30050,95.81,257.66,0.98,35
36832,22071.00,Lee,Alabama,9,0,9,14,7,6,9,7,6270,74.89,214.61,0.96,35
36849,3150.00,Lee,Alabama,2,0,2,7,1,1,3,2,1865,77.55,231.04,1.00,69.99
36852,2129.00,Lee,Alabama,6,0,6,11,4,3,6,4,91,10.89,18.75,0.99,35
36870,18783.00,Lee,Alabama,5,1,6,12,5,5,7,5,42631,42.28,89.81,1.00,35
36874,7901.00,Lee,Alabama,6,1,7,12,4,4,6,4,9422,13.73,35.34,0.92,35
36877,11414.00,Lee,Alabama,6,0,6,12,6,6,8,6,437,23.89,89.23,0.99,35
36879,2114.00,Lee,Alabama,6,2,8,13,3,2,5,3,22,3.89,5.26,0.42,35
31763,23304.00,Lee,Georgia,8,2,10,15,4,4,6,5,8300,64.1,128.4,0.96,35
31787,1488.00,Lee,Georgia,2,2,4,9,1,1,3,1,53,11.17,19.1,0.20,88
41307,NULL,Lee,Kentucky,,,0,,,,,,,,,,
41397,64.00,Lee,Kentucky,1,2,3,7,0,0,2,0,,,,0.00,NULL
41311,7538.00,Lee,Kentucky,7,2,9,13,4,3,6,3,499,6.89,14.25,0.54,35
38801,29871.00,Lee,Mississippi,8,0,8,14,5,4,7,5,14445,64.11,147.02,0.96,35
38804,17285.00,Lee,Mississippi,9,1,10,16,6,4,8,5,5473,89.16,181.22,0.94,35
38826,4703.00,Lee,Mississippi,7,0,7,13,6,5,8,6,25,25.16,74.39,0.72,35
38849,5702.00,Lee,Mississippi,8,0,8,14,4,3,6,4,2188,5.76,18.33,0.60,39.99
38857,3252.00,Lee,Mississippi,5,0,5,11,2,2,4,3,9,18.67,66.61,0.98,79.99
38862,2731.00,Lee,Mississippi,7,0,7,13,4,3,6,4,198,69.75,207.99,0.83,39.99
38866,11897.00,Lee,Mississippi,8,1,9,15,4,3,6,4,484,25.32,84.46,0.91,39.99
38868,5481.00,Lee,Mississippi,10,0,10,16,7,6,9,7,353,31.09,79.58,0.75,35
27330,37947.00,Lee,North Carolina,7,2,9,15,6,5,9,7,24263,54.06,109,0.98,69.99
27332,30236.00,Lee,North Carolina,5,1,6,12,5,5,8,7,18329,73.7,213.74,0.98,69.99
29010,13491.00,Lee,South Carolina,6,0,6,12,3,2,5,3,211,26.29,80.73,0.90,69.99
29080,3240.00,Lee,South Carolina,3,0,3,9,3,2,5,3,89,23.38,46.84,0.87,69.99
24221,938.00,Lee,Virginia,3,0,3,8,2,2,4,3,4,26.25,26.25,0.79,45.95
24243,2222.00,Lee,Virginia,3,0,3,7,2,2,4,2,188,61.19,205.47,0.96,45.95
24248,2596.00,Lee,Virginia,2,0,2,7,2,2,4,3,1130,14.62,31.57,0.93,45.95
24263,7950.00,Lee,Virginia,5,0,5,10,3,3,5,4,1442,23.93,50.89,0.90,45.95
24265,930.00,Lee,Virginia,2,0,2,6,2,2,4,2,306,9.28,20.22,0.75,45.95
24277,5849.00,Lee,Virginia,5,0,5,9,3,3,5,4,2498,46.67,121.41,0.95,45.95
24281,2487.00,Lee,Virginia,3,0,3,7,3,3,5,4,890,38.5,95.82,0.87,45.95
24282,727.00,Lee,Virginia,1,0,1,5,1,1,3,1,0,0,0,0.41,45.95
38944,504.00,Leflore,Mississippi,3,3,6,12,1,1,3,1,,,,0.25,80
38954,1514.00,Leflore,Mississippi,3,0,3,9,1,1,3,1,,,,0.78,40
38930,25297.00,Leflore,Mississippi,7,3,10,16,5,4,8,4,55320,20.83,37.56,0.95,40
38941,5282.00,Leflore,Mississippi,7,1,8,14,6,3,9,3,107,11.02,19.1,0.80,55
38952,611.00,Leflore,Mississippi,6,2,8,14,4,3,6,3,3,5.7,5.95,0.25,40
18003,NULL,Lehigh,Pennsylvania,,,0,,,,,,,,,,
18016,0.00,Lehigh,Pennsylvania,4,0,4,9,3,3,5,3,,,,,49.82
18087,738.00,Lehigh,Pennsylvania,5,0,5,10,3,3,5,3,,,,1.00,49.82
18098,NULL,Lehigh,Pennsylvania,,,0,,,,,,,,,,
18099,NULL,Lehigh,Pennsylvania,,,0,,,,,,,,,,
18175,NULL,Lehigh,Pennsylvania,,,0,,,,,,,,,,
18011,5450.00,Lehigh,Pennsylvania,8,0,8,13,6,6,8,6,1656,74.6,171.74,1.00,39.99
18018,32413.00,Lehigh,Pennsylvania,7,0,7,12,5,5,7,5,47318,67.23,175.83,1.00,39.99
18031,7528.00,Lehigh,Pennsylvania,10,0,10,15,7,6,9,7,8800,59.05,105.99,1.00,39.99
18032,9285.00,Lehigh,Pennsylvania,7,0,7,12,5,4,7,4,6692,86.02,251.68,1.00,49.82
18034,8256.00,Lehigh,Pennsylvania,8,0,8,13,5,5,7,5,14724,122.18,348.9,1.00,49.82
18036,12822.00,Lehigh,Pennsylvania,9,0,9,15,6,5,8,5,14264,40.39,95.76,1.00,39.99
18037,7070.00,Lehigh,Pennsylvania,7,1,8,13,5,4,7,5,1330,51.81,142.62,1.00,49.82
18041,5424.00,Lehigh,Pennsylvania,7,0,7,13,4,4,6,4,132,28.74,85.77,1.00,39.99
18049,17341.00,Lehigh,Pennsylvania,8,1,9,14,6,5,8,5,42662,49.91,96.72,1.00,49.82
18051,3327.00,Lehigh,Pennsylvania,7,0,7,12,5,4,7,5,25886,69.43,140.12,1.00,49.82
18052,26902.00,Lehigh,Pennsylvania,8,0,8,13,6,5,8,5,27776,101.91,301.38,1.00,39.99
18053,2375.00,Lehigh,Pennsylvania,4,0,4,9,2,2,4,3,130,53.51,88.03,1.00,55.95
18059,1228.00,Lehigh,Pennsylvania,4,0,4,9,3,3,5,4,634,85.46,196.07,1.00,49.82
18062,24351.00,Lehigh,Pennsylvania,11,1,12,17,9,8,11,8,37116,46.28,95.49,1.00,39.99
18066,6005.00,Lehigh,Pennsylvania,8,0,8,13,6,5,8,6,1710,8.94,25.9,0.99,49.82
18069,8017.00,Lehigh,Pennsylvania,7,1,8,13,5,4,7,5,3236,54.7,164.74,1.00,49.82
18078,7074.00,Lehigh,Pennsylvania,8,1,9,14,6,5,8,6,18460,44.01,96.04,1.00,49.82
18080,11456.00,Lehigh,Pennsylvania,8,1,9,14,6,5,8,6,12702,64.42,144.69,1.00,49.82
18092,3223.00,Lehigh,Pennsylvania,6,0,6,11,4,4,6,4,66,15.43,31.24,1.00,49.82
18101,3897.00,Lehigh,Pennsylvania,9,0,9,14,7,5,9,5,694,122.14,361.08,1.00,39.99
18102,49779.00,Lehigh,Pennsylvania,8,0,8,13,6,5,8,5,47748,96.58,272.47,1.00,39.99
18103,45336.00,Lehigh,Pennsylvania,10,1,11,16,8,7,10,7,57772,96.93,285.25,1.00,39.99
18104,43236.00,Lehigh,Pennsylvania,9,1,10,15,7,6,9,6,62084,87.77,254.99,1.00,39.99
18106,6889.00,Lehigh,Pennsylvania,10,1,11,16,8,7,10,7,11108,58.26,153.53,1.00,39.99
18109,16932.00,Lehigh,Pennsylvania,9,0,9,14,6,5,8,5,16742,183.66,520.93,1.00,39.99
18195,0.00,Lehigh,Pennsylvania,4,0,4,9,3,3,5,3,12,83.26,185.93,0.00,49.82
28501,20389.00,Lenoir,North Carolina,3,0,3,8,3,3,5,3,1188,47.23,179.26,0.96,35
28504,21642.00,Lenoir,North Carolina,3,2,5,10,3,3,7,3,6476,68.24,207.09,0.98,40
28525,3132.00,Lenoir,North Carolina,3,2,5,10,3,2,7,2,162,19.81,22.5,0.76,40
40816,78.00,Leslie,Kentucky,1,0,1,6,1,1,3,1,,,,0.00,66.95
40827,674.00,Leslie,Kentucky,2,0,2,7,1,0,3,0,,,,0.61,66.95
40840,312.00,Leslie,Kentucky,1,0,1,6,1,0,3,1,,,,0.34,66.95
40858,397.00,Leslie,Kentucky,3,0,3,8,1,0,3,1,,,,0.58,66.95
40868,1100.00,Leslie,Kentucky,2,0,2,7,2,0,4,0,,,,0.91,66.95
40874,504.00,Leslie,Kentucky,2,0,2,7,2,1,4,2,,,,0.63,66.95
40979,148.00,Leslie,Kentucky,2,0,2,7,1,0,3,1,,,,0.66,66.95
41714,418.00,Leslie,Kentucky,4,0,4,9,3,3,5,3,,,,1.00,66.95
41762,107.00,Leslie,Kentucky,1,0,1,6,1,1,3,1,,,,0.80,66.95
41766,131.00,Leslie,Kentucky,2,0,2,7,2,1,4,1,,,,0.97,66.95
41775,114.00,Leslie,Kentucky,2,0,2,7,2,2,4,2,,,,1.00,66.95
41749,3556.00,Leslie,Kentucky,4,0,4,9,4,4,6,4,10571,15.18,44.4,0.87,66.95
41764,741.00,Leslie,Kentucky,3,0,3,8,3,3,5,3,12,21.66,60.4,1.00,59.95
41776,1509.00,Leslie,Kentucky,3,0,3,8,3,3,5,3,2579,10.89,23.49,0.63,59.95
41777,947.00,Leslie,Kentucky,3,0,3,8,3,3,5,3,88,20.59,48.95,0.82,59.95
40826,759.00,Letcher,Kentucky,2,2,4,9,1,1,4,1,,,,0.98,59
40862,647.00,Letcher,Kentucky,3,1,4,8,2,2,5,2,,,,0.80,59
41517,109.00,Letcher,Kentucky,2,0,2,7,2,2,4,2,,,,0.45,59
41812,230.00,Letcher,Kentucky,2,1,3,7,2,2,5,2,,,,0.83,59
41819,392.00,Letcher,Kentucky,3,2,5,10,3,3,6,3,,,,0.97,59.95
41821,537.00,Letcher,Kentucky,4,1,5,9,1,1,4,1,,,,0.92,79.95
41832,424.00,Letcher,Kentucky,2,1,3,7,2,2,5,2,,,,1.00,59.95
41833,321.00,Letcher,Kentucky,3,2,5,9,1,1,4,1,,,,0.99,59.95
41835,790.00,Letcher,Kentucky,4,1,5,9,2,2,5,2,,,,0.97,59
41838,548.00,Letcher,Kentucky,4,2,6,10,2,2,5,2,,,,0.94,59
41845,293.00,Letcher,Kentucky,3,2,5,9,2,2,5,2,,,,1.00,59.95
41848,80.00,Letcher,Kentucky,2,2,4,8,2,2,5,2,,,,1.00,59.95
41855,696.00,Letcher,Kentucky,1,1,2,6,1,1,4,1,,,,1.00,59.95
41537,5373.00,Letcher,Kentucky,8,2,10,15,5,5,8,5,507,32.39,60.47,0.92,59
41804,720.00,Letcher,Kentucky,5,2,7,11,2,2,5,2,37,12.54,24.45,0.98,59.95
41815,802.00,Letcher,Kentucky,2,1,3,7,2,2,5,2,89,2.15,4.12,1.00,59.95
41824,1072.00,Letcher,Kentucky,2,2,4,8,2,2,5,2,524,14.92,40.21,0.98,59
41825,548.00,Letcher,Kentucky,4,1,5,9,1,1,4,1,68,5.11,5.36,0.93,59
41826,978.00,Letcher,Kentucky,3,1,4,8,1,1,4,1,255,21.41,49.88,1.00,59.95
41837,1284.00,Letcher,Kentucky,4,2,6,11,2,2,5,2,59,18.9,48.33,1.00,59
41840,1111.00,Letcher,Kentucky,5,1,6,10,2,2,5,2,14,2.7,5.15,0.84,59
41858,8064.00,Letcher,Kentucky,6,2,8,12,3,3,6,3,30965,51.13,92.53,1.00,59
41135,172.00,Lewis,Kentucky,2,0,2,7,1,1,3,1,,,,0.74,
41166,919.00,Lewis,Kentucky,3,0,3,8,3,3,5,3,,,,0.74,74.99
41141,2461.00,Lewis,Kentucky,2,1,3,7,2,2,4,2,510,7.5,15.22,0.76,NULL
41179,7852.00,Lewis,Kentucky,3,1,4,10,3,3,6,3,706,15.55,35.04,0.81,69.99
41189,2264.00,Lewis,Kentucky,3,1,4,8,3,3,6,3,858,27.55,74.01,1.00,69.99
13327,2056.00,Lewis,New York,2,1,3,7,1,1,3,2,,,,0.46,74.99
13345,177.00,Lewis,New York,2,1,3,7,1,1,3,2,,,,1.00,74.99
13473,766.00,Lewis,New York,2,1,3,7,1,1,3,2,,,,0.79,74.99
13626,2267.00,Lewis,New York,2,2,4,9,1,1,4,2,,,,0.57,69.98
13325,866.00,Lewis,New York,2,1,3,8,1,1,3,2,8,4.36,6.85,0.67,69.99
13343,1658.00,Lewis,New York,2,2,4,9,1,1,4,2,26,38.94,67.29,0.80,69.98
13367,8830.00,Lewis,New York,4,2,6,11,2,2,5,3,2034,33.33,101.47,0.86,69.98
13368,1118.00,Lewis,New York,2,2,4,8,1,1,4,2,12,13.87,21.26,0.73,69.98
13433,1820.00,Lewis,New York,2,1,3,8,1,1,3,2,80,35.59,57.62,0.86,69.99
13489,658.00,Lewis,New York,2,0,2,6,1,1,3,2,4,2.29,3.75,0.56,69.99
13620,2197.00,Lewis,New York,3,2,5,10,1,1,4,2,2736,63.13,115.44,0.91,69.98
13648,2424.00,Lewis,New York,5,2,7,11,3,3,6,4,18,20.4,45.27,0.71,49.95
38462,10297.00,Lewis,Tennessee,4,3,7,11,3,2,7,3,1978,177,241,0.92,55
26321,354.00,Lewis,West Virginia,2,1,3,7,1,1,3,1,,,,0.67,65
26338,629.00,Lewis,West Virginia,2,2,4,9,1,1,4,1,,,,0.71,65
26372,686.00,Lewis,West Virginia,2,2,4,10,1,1,4,1,,,,0.95,65
26376,463.00,Lewis,West Virginia,1,1,2,7,0,0,2,0,,,,0.00,
26412,546.00,Lewis,West Virginia,1,2,3,9,0,0,3,0,,,,0.47,
26343,445.00,Lewis,West Virginia,2,1,3,8,0,0,2,0,244,157.5,452.27,0.00,NULL
26378,3820.00,Lewis,West Virginia,3,2,5,11,2,2,5,2,662,19.42,49.53,0.97,40
26447,1055.00,Lewis,West Virginia,1,2,3,9,0,0,3,0,4,2.57,5.02,0.06,NULL
26452,9676.00,Lewis,West Virginia,5,2,7,13,2,2,5,2,3780,34.87,72.91,0.95,40
29006,9565.00,Lexington,South Carolina,7,2,9,14,4,3,6,4,782,8.98,20.81,0.81,55
