Zip,Population,County,State,WiredCount_2020,Fwcount_2020,BroadbandProviderCount,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan
29620,12934.00,Abbeville,South Carolina,6,0,6,11,5,3,7,3,2536,212.5,536.35,0.98,40
29628,2759.00,Abbeville,South Carolina,4,0,4,8,3,2,5,2,100,51.12,126.06,0.95,40
29638,2944.00,Abbeville,South Carolina,6,1,7,13,4,4,6,4,272,82.79,222.35,0.95,40
29639,1742.00,Abbeville,South Carolina,3,0,3,8,3,3,5,3,163,93.12,223.75,0.90,40
23302,155.00,Accomack,Virginia,2,0,2,7,1,1,3,1,,,,0.47,59.99
23345,NULL,Accomack,Virginia,,,0,,,,,,,,,,
23357,776.00,Accomack,Virginia,4,2,6,11,2,2,5,3,,,,0.49,59.99
23358,152.00,Accomack,Virginia,1,1,2,7,0,0,3,1,,,,0.00,100
23359,776.00,Accomack,Virginia,3,2,5,10,1,1,3,1,,,,0.78,59.99
23396,NULL,Accomack,Virginia,,,0,,,,,,,,,,
23399,NULL,Accomack,Virginia,,,0,,,,,,,,,,
23404,NULL,Accomack,Virginia,,,0,,,,,,,,,,
23409,84.00,Accomack,Virginia,1,1,2,7,1,1,3,1,,,,0.18,59.99
23416,356.00,Accomack,Virginia,4,1,5,10,2,2,4,2,,,,0.88,59.99
23426,225.00,Accomack,Virginia,2,1,3,8,1,1,4,1,,,,0.99,59.99
23442,1059.00,Accomack,Virginia,3,2,5,10,1,1,3,1,,,,0.86,59.99
23488,201.00,Accomack,Virginia,2,1,3,8,1,1,4,1,,,,0.54,59.99
23301,1831.00,Accomack,Virginia,4,2,6,11,2,2,5,3,826,19.57,46.58,0.67,59.99
23303,741.00,Accomack,Virginia,3,2,5,10,1,1,3,1,0,0,0,0.94,59.99
23306,1088.00,Accomack,Virginia,3,2,5,10,1,1,4,2,24,74.26,93.24,0.44,59.99
23308,2106.00,Accomack,Virginia,3,4,7,12,1,1,4,2,2,223.15,223.15,0.46,59.99
23336,2941.00,Accomack,Virginia,6,2,8,13,4,4,7,4,736,52.39,173.35,1.00,59.99
23337,377.00,Accomack,Virginia,3,0,3,8,1,1,3,1,10,273.97,426.99,0.94,59.99
23356,1246.00,Accomack,Virginia,3,2,5,10,1,1,4,1,8,25.87,84.4,1.00,59.99
23395,645.00,Accomack,Virginia,3,2,5,10,2,2,5,2,20,4.1,5.08,0.64,59.99
23410,2015.00,Accomack,Virginia,3,2,5,10,1,1,4,2,1616,2.75,5.17,0.63,59.99
23415,1893.00,Accomack,Virginia,5,3,8,13,3,3,6,3,32,72.55,373.27,0.81,59.99
23417,4047.00,Accomack,Virginia,4,3,7,12,2,2,6,3,8200,3.8,5.8,0.49,59.99
23418,863.00,Accomack,Virginia,3,2,5,10,1,1,3,2,634,7.71,22.95,0.77,59.99
23420,2376.00,Accomack,Virginia,3,3,6,11,1,1,4,2,28,1.75,4.41,0.40,59.99
23421,4255.00,Accomack,Virginia,3,2,5,10,1,1,4,2,402,26.24,74.01,0.46,59.99
42715,347.00,Adair,Kentucky,1,1,2,6,0,0,2,0,,,,0.00,
42742,NULL,Adair,Kentucky,,,0,,,,,,,,,,
42753,743.00,Adair,Kentucky,1,1,2,7,1,1,3,1,,,,0.93,
42528,1524.00,Adair,Kentucky,5,1,6,12,4,4,6,4,76,9.89,22.4,0.91,69.99
42728,15925.00,Adair,Kentucky,8,1,9,15,6,6,8,6,4565,24.6,67.02,0.81,70
42741,480.00,Adair,Kentucky,3,1,4,8,2,2,4,2,3,7.78,8.65,0.41,NULL
39120,32334.00,Adams,Mississippi,8,1,9,15,7,7,9,8,5532,46.67,91.99,0.97,35
45144,4272.00,Adams,Ohio,3,2,5,9,1,1,5,1,28,7.08,25.05,0.71,69.99
45616,1559.00,Adams,Ohio,1,0,1,5,0,0,2,0,45,19.89,56.38,0.00,NULL
45650,435.00,Adams,Ohio,1,0,1,5,0,0,2,0,151,15.73,39.47,0.00,NULL
45660,8297.00,Adams,Ohio,5,2,7,12,1,1,4,2,2232,115.4,222.19,0.43,69.99
45679,2812.00,Adams,Ohio,4,2,6,10,1,1,4,2,266,28.22,83.56,0.50,69.99
45693,8981.00,Adams,Ohio,2,1,3,7,1,1,3,1,2881,72.22,158.25,0.71,69.99
17326,NULL,Adams,Pennsylvania,,,0,,,,,,,,,,
17375,NULL,Adams,Pennsylvania,,,0,,,,,,,,,,
17301,4053.00,Adams,Pennsylvania,4,0,4,9,1,1,3,2,20,33.63,89.84,0.99,79.99
17304,3059.00,Adams,Pennsylvania,2,0,2,7,2,1,4,1,1240,45.52,95.73,0.82,79.99
17307,5899.00,Adams,Pennsylvania,2,0,2,7,2,1,4,1,1278,35.05,61.66,0.70,79.99
17316,8266.00,Adams,Pennsylvania,4,1,5,10,1,1,3,2,13132,91.33,194.22,0.96,79.99
17320,7823.00,Adams,Pennsylvania,3,1,4,9,2,1,5,1,714,57.33,140.06,0.99,79.99
17325,27619.00,Adams,Pennsylvania,4,1,5,10,4,3,7,4,32388,111.05,325.34,0.93,65
17340,10896.00,Adams,Pennsylvania,3,0,3,8,3,2,5,3,2276,67.82,122.23,0.98,65
17344,3656.00,Adams,Pennsylvania,4,0,4,9,4,2,6,3,4,6.96,6.96,1.00,65
17350,12886.00,Adams,Pennsylvania,4,0,4,9,3,2,5,3,1990,46.5,101.83,0.97,65
17353,3228.00,Adams,Pennsylvania,3,0,3,8,3,2,5,2,1302,53.85,155.21,0.92,79.99
17372,4101.00,Adams,Pennsylvania,4,1,5,10,2,1,4,1,1904,80.94,263.25,0.91,79.99
29808,NULL,Aiken,South Carolina,,,0,,,,,,,,,,
29105,1514.00,Aiken,South Carolina,2,1,3,8,1,1,3,2,47,4.71,10.23,0.09,NULL
29129,3164.00,Aiken,South Carolina,5,1,6,11,2,2,4,3,759,9.16,14.56,0.03,39.99
29137,2539.00,Aiken,South Carolina,4,1,5,10,1,1,3,2,22,4.34,6.1,0.03,39.99
29164,4690.00,Aiken,South Carolina,4,0,4,9,2,2,4,3,1147,5.69,9.68,0.35,39.99
29801,26778.00,Aiken,South Carolina,7,0,7,12,7,6,9,7,16850,197.4,615.83,0.92,35
29803,36843.00,Aiken,South Carolina,7,0,7,12,6,6,8,7,18531,110.49,345.12,0.86,35
29805,5864.00,Aiken,South Carolina,5,0,5,10,4,4,6,5,4,11.7,16.45,0.68,35
29809,2206.00,Aiken,South Carolina,6,0,6,11,4,4,6,5,2,1.39,1.39,0.21,35
29828,1003.00,Aiken,South Carolina,3,0,3,8,1,1,3,2,2,20.42,20.42,0.44,39.99
29829,8651.00,Aiken,South Carolina,6,0,6,11,4,4,6,5,1981,95.69,275.06,0.61,35
29831,4146.00,Aiken,South Carolina,5,0,5,10,2,2,4,3,0,0,0,0.51,39.99
29841,32494.00,Aiken,South Carolina,7,0,7,12,7,6,9,7,14763,84.48,180.43,1.00,35
29842,7675.00,Aiken,South Carolina,6,0,6,11,5,5,7,6,713,96.65,117.4,0.99,35
29851,7524.00,Aiken,South Carolina,7,0,7,12,5,4,7,5,1559,21.24,77.26,0.98,35
29856,3255.00,Aiken,South Carolina,3,0,3,8,2,0,4,1,114,57.77,302.12,0.55,55
27220,NULL,Alamance,North Carolina,,,0,,,,,,,,,,
27215,38807.00,Alamance,North Carolina,6,2,8,14,5,5,7,6,32861,132.97,309.5,1.00,35
27217,36954.00,Alamance,North Carolina,7,3,10,16,6,6,9,7,4367,53.29,115.21,0.98,35
27244,14173.00,Alamance,North Carolina,6,2,8,14,6,5,8,5,622,62.92,154.53,0.97,35
27253,29827.00,Alamance,North Carolina,6,2,8,14,6,5,8,6,6674,70.24,174.98,1.00,35
27258,6006.00,Alamance,North Carolina,7,1,8,14,5,3,7,4,790,93.08,293.53,1.00,35
27302,26412.00,Alamance,North Carolina,7,2,9,15,7,6,10,7,15594,55.8,115.29,0.98,35
27349,5511.00,Alamance,North Carolina,7,2,9,14,6,6,8,7,50,5.96,21.44,0.94,35
12007,60.00,Albany,New York,3,1,4,9,2,2,5,2,,,,1.00,54.9
12041,481.00,Albany,New York,1,1,2,7,1,1,4,1,,,,1.00,54.9
12046,817.00,Albany,New York,5,2,7,12,4,4,8,4,,,,0.98,54.9
12055,NULL,Albany,New York,,,0,,,,,,,,,,
12214,NULL,Albany,New York,,,0,,,,,,,,,,
12223,NULL,Albany,New York,,,0,,,,,,,,,,
12226,NULL,Albany,New York,,,0,,,,,,,,,,
12227,NULL,Albany,New York,,,0,,,,,,,,,,
12228,NULL,Albany,New York,,,0,,,,,,,,,,
12229,NULL,Albany,New York,,,0,,,,,,,,,,
12230,NULL,Albany,New York,,,0,,,,,,,,,,
12231,NULL,Albany,New York,,,0,,,,,,,,,,
12232,NULL,Albany,New York,,,0,,,,,,,,,,
12233,NULL,Albany,New York,,,0,,,,,,,,,,
12234,NULL,Albany,New York,,,0,,,,,,,,,,
12235,NULL,Albany,New York,,,0,,,,,,,,,,
12236,NULL,Albany,New York,,,0,,,,,,,,,,
12237,NULL,Albany,New York,,,0,,,,,,,,,,
12238,NULL,Albany,New York,,,0,,,,,,,,,,
12239,NULL,Albany,New York,,,0,,,,,,,,,,
12240,NULL,Albany,New York,,,0,,,,,,,,,,
12241,NULL,Albany,New York,,,0,,,,,,,,,,
12242,NULL,Albany,New York,,,0,,,,,,,,,,
12243,NULL,Albany,New York,,,0,,,,,,,,,,
12244,NULL,Albany,New York,,,0,,,,,,,,,,
12245,NULL,Albany,New York,,,0,,,,,,,,,,
12246,NULL,Albany,New York,,,0,,,,,,,,,,
12247,NULL,Albany,New York,,,0,,,,,,,,,,
12248,NULL,Albany,New York,,,0,,,,,,,,,,
12249,NULL,Albany,New York,,,0,,,,,,,,,,
12250,NULL,Albany,New York,,,0,,,,,,,,,,
12252,NULL,Albany,New York,,,0,,,,,,,,,,
12255,NULL,Albany,New York,,,0,,,,,,,,,,
12256,NULL,Albany,New York,,,0,,,,,,,,,,
12257,NULL,Albany,New York,,,0,,,,,,,,,,
12260,NULL,Albany,New York,,,0,,,,,,,,,,
12261,NULL,Albany,New York,,,0,,,,,,,,,,
12288,NULL,Albany,New York,,,0,,,,,,,,,,
12009,7164.00,Albany,New York,3,1,4,9,2,2,5,2,8584,18.95,49.37,1.00,39.99
12023,2196.00,Albany,New York,7,1,8,13,5,4,8,4,6128,85.68,115.75,0.83,48.79
12047,19664.00,Albany,New York,4,2,6,11,2,2,5,3,18230,78.3,116,1.00,39.99
12053,4587.00,Albany,New York,4,0,4,9,2,2,4,2,8474,64.02,82.62,1.00,60.95
12054,16918.00,Albany,New York,5,1,6,11,4,3,7,3,45810,107.83,249.15,1.00,39.99
12059,1632.00,Albany,New York,2,2,4,9,2,2,6,2,892,57.78,98.7,0.99,54.9
12067,1506.00,Albany,New York,4,2,6,11,2,2,6,2,320,40.75,109.48,1.00,39.99
12077,6246.00,Albany,New York,3,2,5,10,2,2,6,2,792,49.2,101.53,1.00,39.99
12084,4271.00,Albany,New York,3,1,4,9,2,2,5,2,11314,26.64,65.05,1.00,39.99
12085,479.00,Albany,New York,3,1,4,9,2,2,5,2,4,50.14,50.14,1.00,39.99
12110,21908.00,Albany,New York,6,1,7,12,4,3,7,4,52404,129.98,400.9,1.00,39.99
12120,613.00,Albany,New York,1,1,2,7,1,1,4,1,196,8.83,63.76,0.86,NULL
12143,5137.00,Albany,New York,7,2,9,14,6,6,10,6,10762,71.53,153.2,1.00,39.99
12147,499.00,Albany,New York,3,1,4,9,2,2,5,2,2,12.53,12.53,0.69,60.95
12158,6309.00,Albany,New York,10,2,12,17,8,7,12,7,1498,58.75,114.95,1.00,39.99
12159,7896.00,Albany,New York,4,1,5,10,2,2,5,2,1574,76.22,112.37,1.00,39.99
12183,2620.00,Albany,New York,2,2,4,9,1,1,4,2,946,95.35,220.19,1.00,54.9
12186,6277.00,Albany,New York,3,2,5,10,2,2,6,2,7582,67.92,115.67,1.00,39.99
12189,17568.00,Albany,New York,5,2,7,12,4,3,8,4,13586,83.45,200.71,1.00,39.99
12193,2016.00,Albany,New York,4,1,5,10,3,3,6,3,2582,22.72,57.21,0.76,69.99
12202,9628.00,Albany,New York,6,1,7,12,3,3,6,3,2464,29.49,94.02,1.00,39.99
12203,29952.00,Albany,New York,7,1,8,13,5,4,8,4,32392,64.17,115.59,1.00,39.99
12204,7349.00,Albany,New York,4,1,5,10,2,2,5,2,20526,40.67,109.55,1.00,39.99
12205,26977.00,Albany,New York,7,1,8,13,5,3,8,3,59894,91.2,150.95,1.00,39.99
12206,16395.00,Albany,New York,4,1,5,10,2,2,5,2,59742,60.74,113.11,1.00,39.99
12207,1948.00,Albany,New York,8,1,9,14,5,4,8,4,9024,50.75,91.26,1.00,39.99
12208,20702.00,Albany,New York,7,1,8,13,5,3,8,3,47254,67.24,113.78,1.00,39.99
12209,10121.00,Albany,New York,6,1,7,12,3,3,6,3,6164,42.63,112.24,1.00,39.99
12210,10158.00,Albany,New York,5,2,7,12,3,2,6,2,7500,49.39,114.05,1.00,48.79
12211,11303.00,Albany,New York,5,1,6,11,4,3,7,3,14534,92.56,156.15,1.00,39.99
12222,6489.00,Albany,New York,2,1,3,8,1,1,4,1,928,166.61,681.19,1.00,54.9
12469,677.00,Albany,New York,4,1,5,10,3,3,6,3,4,9.12,9.12,0.80,60.95
22901,32532.00,Albemarle,Virginia,4,1,5,10,3,3,6,4,92012,75.16,223.38,0.99,65
22904,4633.00,Albemarle,Virginia,3,1,4,9,3,2,6,3,9314,52.41,91.9,1.00,65
22911,15971.00,Albemarle,Virginia,3,2,5,10,3,3,7,4,15614,44.52,127.79,0.99,65
22931,382.00,Albemarle,Virginia,1,1,2,7,1,1,4,2,88,85.69,326.37,0.67,NULL
22932,7488.00,Albemarle,Virginia,3,3,6,11,3,3,7,4,3668,93.23,332.33,0.92,65
22936,4853.00,Albemarle,Virginia,3,1,4,9,3,3,6,4,1230,14.35,27.53,1.00,65
22937,1486.00,Albemarle,Virginia,1,1,2,8,1,1,4,2,316,13.54,30.54,0.72,NULL
22940,1119.00,Albemarle,Virginia,2,1,3,8,2,2,5,3,520,18.22,39.49,0.88,79.99
22942,8113.00,Albemarle,Virginia,4,3,7,12,2,1,6,2,7542,45.8,118.31,0.67,79.99
22943,444.00,Albemarle,Virginia,1,2,3,8,1,1,4,2,132,41.24,71,0.89,79.99
22946,244.00,Albemarle,Virginia,1,0,1,7,0,0,2,1,0,0,0,0.00,NULL
22947,4198.00,Albemarle,Virginia,3,2,5,10,3,3,7,4,894,23.22,59.35,0.86,65
22959,1578.00,Albemarle,Virginia,2,1,3,8,2,2,5,3,184,14.21,36.61,0.62,65
24590,8074.00,Albemarle,Virginia,3,1,4,10,3,3,6,4,3898,13.77,35.48,0.62,65
38834,29133.00,Alcorn,Mississippi,7,3,10,16,6,6,9,8,9025,63.47,199.87,0.92,35
38846,2446.00,Alcorn,Mississippi,7,2,9,15,6,5,8,6,10,26.56,41.46,0.54,39.99
38865,4698.00,Alcorn,Mississippi,7,2,9,15,6,5,8,6,314,6.5,13.32,0.32,39.99
28636,5522.00,Alexander,North Carolina,5,1,6,11,4,4,6,5,100,111.99,367.91,0.71,39.99
28678,5226.00,Alexander,North Carolina,3,1,4,10,3,3,5,4,2,82.43,88.5,0.89,55
28681,25910.00,Alexander,North Carolina,4,2,6,11,4,3,6,4,1927,81.6,223.62,0.93,55
22321,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22331,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22332,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22333,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22334,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22336,NULL,Alexandria,Virginia,,,0,,,,,,,,,,
22301,11162.00,Alexandria,Virginia,4,0,4,10,2,2,4,2,20380,137.5,487.36,1.00,39.99
22302,16485.00,Alexandria,Virginia,5,0,5,11,3,3,5,3,32052,61.01,209.91,1.00,39.99
22304,44300.00,Alexandria,Virginia,4,0,4,10,2,2,4,2,81156,133.8,340.19,0.99,65.99
22305,15440.00,Alexandria,Virginia,5,1,6,12,3,3,6,4,11468,97.86,226.19,1.00,39.99
22311,17560.00,Alexandria,Virginia,5,1,6,12,3,3,5,3,37314,123.19,319.73,1.00,39.99
22314,29653.00,Alexandria,Virginia,5,0,5,11,3,3,5,3,101894,129.62,339.96,0.99,39.99
21521,1265.00,Allegany,Maryland,3,0,3,7,1,1,3,1,,,,0.91,54.95
21540,65.00,Allegany,Maryland,2,0,2,6,1,1,3,1,,,,0.98,54.95
21557,1895.00,Allegany,Maryland,4,0,4,9,2,2,4,2,,,,0.93,39.99
21502,44400.00,Allegany,Maryland,6,0,6,12,4,4,6,4,37908,69.93,154.01,0.94,39.99
21530,1591.00,Allegany,Maryland,3,0,3,9,1,1,3,1,10,9.47,19.54,0.13,39.99
21532,15620.00,Allegany,Maryland,4,1,5,11,2,2,5,2,7330,81.99,232.38,0.89,39.99
21539,2819.00,Allegany,Maryland,3,1,4,10,1,1,4,1,144,39.22,118.25,0.91,79.99
21545,1940.00,Allegany,Maryland,3,0,3,8,2,2,4,2,554,63.15,119.17,0.97,39.99
21555,1936.00,Allegany,Maryland,3,0,3,9,1,1,3,1,36,29.19,86.74,0.07,39.99
21562,3141.00,Allegany,Maryland,3,0,3,7,1,1,3,1,1502,43.94,82.66,0.97,79.99
21766,700.00,Allegany,Maryland,3,0,3,8,2,2,4,2,2,1.72,1.72,0.01,39.99
14714,487.00,Allegany,New York,1,1,2,7,0,0,2,1,,,,0.00,
14721,230.00,Allegany,New York,2,0,2,6,1,1,3,2,,,,0.96,74.99
14884,273.00,Allegany,New York,1,1,2,6,0,0,2,1,,,,0.00,
14708,183.00,Allegany,New York,1,0,1,5,0,0,2,1,8,3.77,4.03,0.00,NULL
14709,1535.00,Allegany,New York,2,2,4,9,1,1,4,2,2006,6.72,10.22,0.73,69.99
14711,1766.00,Allegany,New York,2,2,4,9,1,1,4,2,836,14.45,35.04,0.71,69.99
14715,2747.00,Allegany,New York,3,0,3,7,1,1,3,2,3814,47.05,106.88,0.88,69.99
14717,636.00,Allegany,New York,1,2,3,7,1,1,4,2,40,3.63,5.54,0.51,69.99
14727,5450.00,Allegany,New York,3,2,5,10,1,1,4,2,768,22.14,41.35,0.79,69.99
14735,2751.00,Allegany,New York,2,2,4,9,1,1,4,2,1512,138.6,268.5,0.64,69.99
14739,2903.00,Allegany,New York,3,1,4,9,1,1,3,2,1510,46.62,112.8,0.67,69.99
14744,2094.00,Allegany,New York,2,2,4,8,1,1,4,2,528,37.45,87.17,0.88,69.99
14754,667.00,Allegany,New York,2,1,3,7,1,1,4,2,4,13.19,13.19,0.98,69.99
14777,667.00,Allegany,New York,1,2,3,7,0,0,3,1,932,3.15,8.15,0.06,NULL
14802,4135.00,Allegany,New York,2,0,2,6,1,1,3,2,2294,53.68,162.39,1.00,69.99
14803,1174.00,Allegany,New York,3,0,3,8,1,1,3,2,160,26.66,60.68,0.82,69.99
14804,1479.00,Allegany,New York,2,0,2,7,1,1,3,2,228,28.4,52.7,0.78,69.99
14806,2269.00,Allegany,New York,4,0,4,9,2,2,4,3,20,11.74,42.04,0.66,69.99
14813,2520.00,Allegany,New York,4,2,6,11,1,1,4,2,656,8.44,30.63,0.80,69.99
14822,1169.00,Allegany,New York,1,1,2,6,1,1,3,2,1164,29.64,43.26,0.71,69.99
14880,1668.00,Allegany,New York,4,1,5,10,1,1,4,2,686,10.46,27.79,0.75,69.99
14895,9616.00,Allegany,New York,6,1,7,12,2,2,5,3,3854,51.68,111.96,0.91,69.99
14897,980.00,Allegany,New York,3,0,3,7,1,1,3,1,500,39.78,106.62,0.90,76.95
28627,1152.00,Alleghany,North Carolina,4,0,4,7,3,2,5,2,,,,0.91,55
28668,300.00,Alleghany,North Carolina,4,0,4,9,4,3,6,4,,,,1.00,55
28623,1653.00,Alleghany,North Carolina,2,0,2,7,1,1,3,1,733,61.88,238.33,0.97,55
28644,1494.00,Alleghany,North Carolina,3,0,3,7,2,2,4,3,220,27.8,54.2,0.95,55
28663,614.00,Alleghany,North Carolina,2,0,2,5,1,1,3,1,244,37.13,92.25,0.96,55
28675,6621.00,Alleghany,North Carolina,4,0,4,8,2,2,4,2,3307,30.55,75.77,0.96,55
24422,6315.00,Alleghany,Virginia,3,0,3,8,3,3,5,3,11314,37.35,61.85,0.99,44.95
24426,14329.00,Alleghany,Virginia,3,0,3,9,3,3,5,4,15336,45.67,116.8,0.95,44.95
15018,821.00,Allegheny,Pennsylvania,3,0,3,9,2,2,4,3,,,,1.00,39.99
15031,513.00,Allegheny,Pennsylvania,3,0,3,9,2,2,4,3,,,,0.99,39.99
15035,2129.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,,,,1.00,39.99
15064,382.00,Allegheny,Pennsylvania,3,0,3,9,2,2,4,3,,,,1.00,39.99
15076,849.00,Allegheny,Pennsylvania,3,0,3,9,2,1,4,2,,,,1.00,54.95
15096,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15123,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15252,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15253,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15254,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15255,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15257,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15258,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15259,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15261,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15262,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15263,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15265,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15267,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15268,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15270,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15272,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15275,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15276,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15277,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15278,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15279,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15281,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15282,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15283,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15285,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15286,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15289,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15290,0.00,Allegheny,Pennsylvania,1,0,1,7,0,0,2,1,,,,,
15295,NULL,Allegheny,Pennsylvania,,,0,,,,,,,,,,
15007,323.00,Allegheny,Pennsylvania,2,0,2,8,2,1,4,2,124,9.84,21.21,1.00,76.95
15014,3184.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,82,14.46,23.52,1.00,55
15015,1175.00,Allegheny,Pennsylvania,2,0,2,8,2,1,4,2,488,91.64,215.01,0.98,76.95
15017,16213.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,19580,93.84,208.99,0.99,39.99
15024,9029.00,Allegheny,Pennsylvania,7,0,7,13,4,3,6,4,6354,123.25,309.79,0.99,39.99
15025,15944.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,7994,85.71,283.34,0.99,39.99
15030,1128.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,66,164.05,276.68,1.00,55
15034,1792.00,Allegheny,Pennsylvania,3,0,3,9,1,1,3,2,92,87.9,181.15,1.00,79.99
15037,10894.00,Allegheny,Pennsylvania,6,0,6,12,3,2,5,3,2336,93.26,224.67,1.00,39.99
15044,27049.00,Allegheny,Pennsylvania,6,0,6,12,5,4,7,5,81354,85.73,247.23,0.99,39.99
15045,4483.00,Allegheny,Pennsylvania,3,0,3,9,1,1,3,2,468,23.16,74.95,1.00,79.99
15046,2640.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,140,42.58,93.15,1.00,39.99
15049,895.00,Allegheny,Pennsylvania,3,0,3,9,1,1,3,2,44,72.55,221.87,1.00,79.99
15051,461.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,0,0,0,1.00,39.99
15056,1140.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,2,1.39,1.39,1.00,39.99
15065,11588.00,Allegheny,Pennsylvania,6,0,6,12,2,2,4,3,2006,74.78,199.67,1.00,55
15071,9956.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,8580,93.24,287.29,1.00,39.99
15084,10130.00,Allegheny,Pennsylvania,5,0,5,11,3,2,5,3,3486,97.48,247.62,0.99,55
15086,300.00,Allegheny,Pennsylvania,3,0,3,9,2,2,4,3,2264,23.68,59.02,1.00,48.79
15090,21202.00,Allegheny,Pennsylvania,7,0,7,13,5,4,7,5,43108,105.64,263.3,1.00,39.99
15101,24292.00,Allegheny,Pennsylvania,7,0,7,13,5,4,7,5,21678,122.21,311.11,1.00,39.99
15102,29529.00,Allegheny,Pennsylvania,6,0,6,12,3,2,5,3,55954,114.85,280.54,0.98,39.99
15104,9038.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,6788,87.73,90.4,0.97,39.99
15106,18536.00,Allegheny,Pennsylvania,6,0,6,12,3,2,5,3,39448,86.56,230.78,0.99,39.99
15108,40153.00,Allegheny,Pennsylvania,7,0,7,13,2,2,4,3,53624,146.7,339.73,0.99,39.99
15110,5565.00,Allegheny,Pennsylvania,3,0,3,9,1,1,3,2,1082,86.13,238.79,1.00,79.99
15112,3292.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,1010,140.54,481.5,1.00,39.99
15116,14427.00,Allegheny,Pennsylvania,5,0,5,11,2,2,4,3,12484,156.72,372.85,1.00,39.99
15120,18931.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,6560,94.9,280.83,1.00,39.99
15122,20131.00,Allegheny,Pennsylvania,5,0,5,11,3,2,5,3,5316,59.38,192.06,1.00,39.99
15126,7014.00,Allegheny,Pennsylvania,6,0,6,12,2,2,4,3,10820,108.34,324.76,0.98,39.99
15129,10920.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,396,64.12,178.3,0.99,39.99
15131,8240.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,2364,47.94,99.8,1.00,39.99
15132,21472.00,Allegheny,Pennsylvania,6,0,6,12,3,2,5,3,16680,89.8,238.72,0.97,39.99
15133,6432.00,Allegheny,Pennsylvania,3,0,3,9,1,1,3,2,1246,96.49,273.77,1.00,79.99
15135,5139.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,102,67.81,189,1.00,39.99
15136,21849.00,Allegheny,Pennsylvania,6,0,6,12,3,2,5,3,18474,102.57,298.17,1.00,39.99
15137,10228.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,10604,121.39,331.71,0.97,39.99
15139,6307.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,9356,84.61,261.58,1.00,39.99
15140,3294.00,Allegheny,Pennsylvania,4,0,4,10,2,2,4,3,30,150.31,588.72,0.99,39.99
